# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		5800		2391		896
1		5754		4778		984
2		5741		7166		1152
3		5682		9557		1226
4		5648		11942		1359
5		5717		14333		1363
6		5637		16716		1429
7		5701		19102		1425
8		5616		21489		1489
9		5638		23871		1479
10		5628		26253		1545
11		5619		28638		1514
12		5661		31019		1534
13		5661		33401		1536
14		5653		35778		1565
15		5615		38154		1573
16		5652		40539		1593
17		5677		42922		1600
18		5658		45288		1635
19		5657		47660		1629
20		5605		50033		1640
21		5660		52415		1651
22		5698		54785		1637
23		5646		57153		1671
24		5733		59525		1675
25		5679		61894		1675
26		5686		64270		1673
27		5498		66627		1669
28		5572		68985		1674
29		5631		71345		1694
30		5652		73692		1663
31		5506		76054		1662
32		5579		78411		1681
33		5571		80759		1689
34		5575		83114		1709
35		5529		85464		1708
36		5509		87810		1702
37		5604		90165		1687
38		5600		92512		1720
39		5476		94839		1715
40		5611		97187		1703
41		5554		99517		1722
42		5580		101860		1711
43		5549		104193		1719
44		5542		106494		1705
45		5406		108808		1737
46		5296		111107		1719
47		5272		113384		1723
48		5157		115687		1720
49		5041		117958		1723
50		5073		120187		1729
51		4993		122387		1707
52		4973		124583		1702
53		5091		126808		1726
54		4890		129013		1743
55		4961		131211		1749
56		4939		133405		1766
57		4818		135571		1756
58		4606		137699		1745
59		4425		139759		1768
60		4389		141822		1725
61		4442		143904		1738
62		4184		145954		1733
63		4084		147909		1769
64		3799		149840		1758
65		3675		151709		1764
66		3482		153503		1767
67		3256		155260		1746
68		3275		156957		1740
69		3191		158631		1755
70		3047		160251		1725
71		2911		161809		1730
72		2905		163308		1739
73		2847		164776		1727
74		2758		166212		1758
75		2689		167606		1767
76		2674		168975		1756
77		2634		170320		1772
78		2581		171637		1755
79		2566		172955		1770
80		2534		174241		1761
81		2499		175491		1773
82		2461		176722		1763
83		2448		177922		1761
84		2439		179120		1763
85		2404		180300		1758
86		2388		181455		1768
87		2355		182585		1751
88		2347		183684		1756
89		2334		184781		1760
90		2322		185860		1753
91		2311		186935		1751
92		2296		187974		1755
93		2280		189014		1758
94		2256		190028		1754
95		2251		191028		1753
96		2234		192012		1765
97		2228		192982		1757
98		2215		193947		1759
99		2212		194903		1757
100		2204		195856		1757
101		2199		196803		1753
102		2199		197737		1753
103		2191		198673		1752
104		2192		199602		1751
105		2185		200528		1752
106		2207		201447		1748
107		2188		202388		1749
108		2174		203295		1752
109		2172		204189		1746
110		2167		205080		1745
111		2158		205957		1747
112		2152		206824		1747
113		2150		207682		1744
114		2135		208541		1743
115		2131		209387		1743
116		2125		210236		1740
117		2118		211080		1739
118		2117		211909		1739
119		2109		212736		1739
