# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		90670		2193		2118
1		62420		3451		2068
2		52086		4152		2036
3		47046		4598		2011
4		44748		4925		2043
5		43817		5121		2040
6		43127		5280		2039
7		42562		5391		2035
8		42357		5488		2045
9		42151		5573		2045
10		41971		5642		2046
11		41857		5690		2053
12		41773		5732		2043
13		41753		5753		2049
14		41676		5787		2051
15		41631		5806		2054
16		41541		5829		2049
17		41525		5853		2051
18		41478		5867		2050
19		41459		5881		2046
20		41454		5899		2044
21		41419		5916		2042
22		41355		5928		2038
23		41353		5936		2037
24		41351		5944		2039
25		41316		5957		2038
26		41321		5965		2037
27		41347		5970		2037
28		41350		5977		2040
29		41342		5985		2035
30		41334		5988		2035
31		41336		5994		2037
32		41328		6000		2035
33		41327		6006		2036
34		41326		6012		2040
35		41323		6015		2041
36		41323		6015		2041
37		41317		6018		2041
38		41314		6021		2042
39		41309		6024		2042
40		41309		6025		2042
41		41305		6027		2042
42		41302		6029		2042
43		41302		6029		2042
44		41302		6029		2042
45		41302		6029		2042
46		41303		6033		2042
47		41301		6034		2044
48		41301		6036		2042
49		41298		6038		2042
50		41298		6038		2042
51		41298		6038		2042
52		41297		6039		2042
53		41297		6039		2042
54		41301		6040		2042
55		41297		6041		2042
56		41297		6042		2041
57		41280		6044		2042
58		41279		6045		2044
59		41302		6046		2044
60		41303		6048		2044
61		41303		6049		2045
62		41297		6054		2042
63		41297		6056		2042
64		41297		6057		2043
65		41297		6058		2042
66		41296		6061		2043
67		41296		6062		2044
68		41295		6064		2044
69		41295		6064		2044
70		41321		6067		2045
71		41318		6071		2043
72		41318		6071		2043
73		41317		6072		2043
74		41317		6072		2043
75		41317		6072		2043
76		41317		6072		2043
77		41317		6072		2043
78		41316		6073		2043
79		41316		6073		2043
80		41315		6074		2044
81		41315		6074		2044
82		41313		6075		2045
83		41313		6075		2045
84		41313		6075		2045
85		41313		6075		2045
86		41313		6075		2045
87		41313		6075		2045
88		41313		6075		2045
89		41313		6075		2045
90		41313		6075		2045
91		41313		6075		2045
92		41313		6075		2045
93		41313		6075		2045
94		41313		6075		2045
95		41313		6075		2045
96		41313		6075		2045
97		41313		6075		2045
98		41313		6075		2045
99		41304		6076		2044
100		41304		6076		2044
101		41304		6076		2044
102		41304		6076		2044
103		41304		6076		2044
104		41303		6077		2043
105		41303		6077		2043
106		41303		6077		2043
107		41303		6077		2043
108		41303		6077		2043
109		41300		6078		2043
110		41300		6079		2042
111		41299		6080		2042
112		41298		6081		2044
113		41298		6081		2044
114		41298		6081		2044
115		41298		6081		2044
116		41298		6081		2044
117		41298		6081		2044
118		41298		6081		2044
119		41298		6081		2044
120		41298		6081		2044
121		41298		6081		2044
122		41298		6081		2044
123		41296		6082		2045
124		41296		6082		2045
125		41296		6082		2045
126		41296		6082		2045
127		41296		6082		2045
128		41296		6082		2045
129		41296		6082		2045
130		41296		6082		2045
131		41295		6083		2043
132		41295		6083		2043
133		41294		6084		2044
134		41294		6084		2044
135		41294		6084		2044
136		41294		6084		2044
137		41294		6084		2044
138		41294		6084		2044
139		41294		6084		2044
140		41294		6084		2044
141		41294		6084		2044
142		41294		6084		2044
143		41294		6084		2044
144		41294		6084		2044
145		41294		6084		2044
146		41294		6084		2044
147		41294		6084		2044
148		41294		6084		2044
149		41294		6084		2044
150		41294		6084		2044
151		41294		6084		2044
152		41294		6084		2044
153		41294		6084		2044
154		41294		6084		2044
155		41294		6084		2044
156		41294		6084		2044
157		41294		6084		2044
158		41294		6084		2044
159		41294		6084		2044
160		41294		6084		2044
161		41294		6084		2044
162		41294		6084		2044
163		41294		6084		2044
164		41294		6084		2044
165		41294		6084		2044
166		41294		6084		2044
167		41294		6084		2044
168		41294		6084		2044
169		41294		6084		2044
170		41292		6085		2043
171		41292		6085		2043
172		41292		6085		2043
173		41292		6085		2043
174		41292		6085		2043
175		41292		6085		2043
176		41292		6085		2043
177		41292		6085		2043
178		41292		6085		2043
179		41292		6085		2043
180		41292		6085		2043
181		41292		6085		2043
182		41292		6085		2043
183		41292		6085		2043
184		41292		6085		2043
185		41292		6085		2043
186		41292		6085		2043
187		41292		6085		2043
188		41292		6085		2043
189		41292		6085		2043
190		41292		6085		2043
191		41292		6085		2043
192		41292		6085		2043
193		41292		6085		2043
194		41292		6085		2043
195		41292		6085		2043
196		41292		6085		2043
197		41292		6085		2043
198		41292		6085		2043
199		41292		6085		2043
200		41292		6085		2043
201		41292		6085		2043
202		41292		6085		2043
203		41292		6085		2043
204		41292		6085		2043
205		41292		6085		2043
206		41292		6085		2043
207		41292		6085		2043
208		41292		6085		2043
209		41292		6085		2043
210		41292		6085		2043
211		41292		6085		2043
212		41292		6085		2043
213		41292		6085		2043
214		41292		6085		2043
215		41292		6085		2043
216		41292		6085		2043
217		41292		6085		2043
218		41292		6085		2043
219		41292		6085		2043
220		41292		6085		2043
221		41292		6085		2043
222		41292		6085		2043
223		41292		6085		2043
224		41292		6085		2043
225		41292		6085		2043
226		41292		6085		2043
227		41292		6085		2043
228		41292		6085		2043
229		41292		6085		2043
230		41292		6085		2043
231		41292		6085		2043
232		41292		6085		2043
233		41292		6085		2043
234		41292		6085		2043
235		41292		6085		2043
236		41292		6085		2043
237		41292		6085		2043
238		41292		6085		2043
239		41292		6085		2043
240		41292		6085		2043
241		41292		6085		2043
242		41292		6085		2043
243		41292		6085		2043
244		41292		6085		2043
245		41292		6085		2043
246		41292		6085		2043
247		41292		6085		2043
248		41292		6085		2043
249		41292		6085		2043
250		41292		6085		2043
251		41292		6085		2043
252		41292		6085		2043
253		41292		6085		2043
254		41292		6085		2043
255		41292		6085		2043
256		41292		6085		2043
257		41292		6085		2043
258		41292		6085		2043
259		41292		6085		2043
260		41292		6085		2043
261		41292		6085		2043
262		41292		6085		2043
263		41292		6085		2043
264		41292		6085		2043
265		41292		6085		2043
266		41292		6085		2043
267		41292		6085		2043
268		41292		6085		2043
269		41292		6085		2043
270		41292		6085		2043
271		41292		6085		2043
272		41292		6085		2043
273		41292		6085		2043
